"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-01","1.20",,"76","87","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-02","0.81",,"68","76","63"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-03","0.27",,"68","76","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-04","0.02",,"70","81","65"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-05","0.00",,"75","90","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-06","0.72",,"75","89","65"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-07","0.02",,"76","88","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-08","0.00",,"78","88","69"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-09","0.01",,"73","81","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-10","0.00",,"78","92","65"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-11","0.00",,"76","83","71"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-12","0.06",,"72","79","68"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-13","0.20",,"73","82","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-14","0.00",,"76","88","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-15","0.12",,"72","81","69"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-16","0.00",,"75","85","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-17","0.06",,"74","86","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-18","0.00",,"74","88","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-19","0.01",,"75","82","68"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-20","0.00",,"78","90","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-21","0.00",,"83","95","71"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-22","0.00",,"80","86","73"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-23","0.00",,"78","89","69"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-24","0.52",,"74","85","65"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-25","0.00",,"75","87","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-26","0.01",,"76","86","68"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-27","0.24",,"75","86","63"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-28","0.41",,"71","79","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-29","0.15",,"72","79","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-30","0.00",,"75","85","68"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-07-31","0.81",,"74","89","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-01","0.00",,"76","85","69"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-02","0.63",,"71","86","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-03","0.00",,"74","87","63"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-04","0.00",,"76","88","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-05","0.00",,"77","89","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-06","0.00",,"76","85","71"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-07","0.00",,"76","87","65"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-08","0.00",,"75","88","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-09","0.00",,"75","89","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-10","0.00",,"77","87","69"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-11","0.00",,"79","91","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-12","0.59",,"71","82","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-13","0.00",,"74","87","63"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-14","0.12",,"74","93","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-15","0.00",,"72","83","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-16","0.00",,"76","87","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-17","0.05",,"72","79","68"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-18","0.00",,"73","84","65"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-19","0.00",,"75","89","63"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-20","0.00",,"74","87","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-21","0.00",,"72","83","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-22","0.00",,"74","84","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-23","0.15",,"73","81","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-24","0.02",,"74","78","71"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-25","0.19",,"73","77","68"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-26","0.00",,"71","77","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-27","0.68",,"64","72","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-28","0.00",,"67","82","55"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-29","0.00",,"71","83","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-30","0.00",,"66","78","57"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-08-31","0.00",,"67","81","53"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-01","0.00",,"68","81","55"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-02","0.00",,"69","80","58"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-03","0.00",,"71","87","58"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-04","0.00",,"71","80","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-05","0.24",,"67","77","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-06","0.00",,"70","87","57"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-07","0.03",,"71","82","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-08","0.38",,"64","71","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-09","0.01",,"65","74","57"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-10","0.00",,"63","69","59"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-11","0.00",,"64","75","52"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-12","0.00",,"61","71","50"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-13","0.00",,"57","63","52"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-14","0.00",,"59","74","47"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-15","0.00",,"62","76","48"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-16","0.00",,"62","69","53"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-17","0.00",,"65","74","58"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-18","0.00",,"61","73","47"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-19","0.24",,"63","78","49"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-20","0.02",,"58","68","50"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-21","0.00",,"55","71","41"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-22","0.00",,"54","66","42"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-23","0.75",,"53","65","48"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-24","0.00",,"49","61","36"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-25","0.00",,"51","70","36"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-26","0.00",,"55","68","43"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-27","0.22",,"54","67","45"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-28","0.00",,"53","62","42"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-29","0.00",,"53","66","36"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-09-30","0.00",,"51","61","43"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-01","0.00",,"58","73","46"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-02","0.00",,"57","78","42"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-03","0.00",,"63","83","46"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-04","0.00",,"62","80","47"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-05","0.00",,"63","77","51"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-06","0.00",,"61","78","49"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-07","0.00",,"58","75","44"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-08","0.00",,"56","62","50"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-09","0.00",,"61","74","54"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-10","0.00",,"59","73","47"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-11","0.01",,"52","61","48"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-12","0.04",,"53","65","45"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-13","0.00",,"51","71","35"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-14","0.00",,"52","72","39"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-15","0.00",,"48","58","45"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-16","0.00",,"42","48","38"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-17","0.00",,"41","55","28"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-18","0.00",,"42","55","30"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-19","0.00",,"42","58","30"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-20","0.00",,"44","62","31"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-21","0.00",,"49","66","35"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-22","0.00",,"48","68","33"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-23","0.00",,"51","68","39"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-24","0.00",,"49","65","35"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-25","0.00",,"53","61","48"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-26","0.00",,"52","64","42"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-27","0.00",,"53","60","48"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-28","0.00",,"50","63","44"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-29","0.00",,"51","63","43"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-30","0.00",,"47","54","38"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-10-31","0.00",,"39","49","36"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-01","0.00",,"35","50","24"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-02","0.00",,"37","50","27"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-03","0.00",,"41","55","29"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-04","0.00",,"40","55","26"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-05","0.00",,"38","55","25"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-06","0.00",,"41","54","29"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-07","0.01",,"35","44","30"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-08","0.00",,"22","30","19"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-09","0.00",,"25","34","17"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-10","0.00",,"29","36","25"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-11","0.00",,"25","35","19"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-12","0.00",,"30","40","25"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-13","0.00",,"29","41","21"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-14","0.00",,"36","47","29"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-15","0.00",,"37","47","28"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-16","0.00",,"27","41","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-17","0.00",,"30","41","24"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-18","0.00",,"29","41","18"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-19","0.00",,"36","45","30"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-20","0.00",,"34","53","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-21","0.00",,"36","49","24"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-22","0.00",,"36","46","30"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-23","0.00",,"30","38","24"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-24","0.00",,"28","39","23"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-25","0.00",,"33","48","24"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-26","0.00",,"29","45","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-27","0.00",,"32","42","23"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-28","0.00",,"22","30","19"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-29","0.00",,"20","29","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-11-30","0.00",,"22","32","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-01","0.00",,"25","31","18"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-02","0.00",,"24","40","14"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-03","0.00",,"27","35","20"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-04","0.00",,"24","31","14"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-05","0.00",,"18","27","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-06","0.00",,"10","13","8"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-07","0.00",,"4","11","-2"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-08","0.00",,"8","18","2"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-09","0.00",,"8","13","2"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-10","0.00",,"10","17","1"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-11","0.00",,"15","24","8"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-12","0.00",,"19","30","6"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-13","0.00",,"26","29","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-14","0.00",,"18","23","15"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-15","0.00",,"17","24","10"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-16","0.00",,"21","30","16"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-17","0.00",,"19","29","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-18","0.00",,"21","29","12"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-19","0.00",,"21","32","15"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-20","0.00",,"15","28","6"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-21","0.00",,"19","32","7"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-22","0.00",,"19","27","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-23","0.00",,"21","33","12"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-24","0.00",,"27","40","19"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-25","0.00",,"22","35","12"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-26","0.00",,"23","43","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-27","0.00",,"24","37","16"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-28","0.00",,"20","26","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-29","0.00",,"27","33","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-30","0.00",,"21","28","15"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1985-12-31","0.00",,"13","21","9"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-01","0.00",,"15","26","7"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-02","0.00",,"13","23","1"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-03","0.00",,"8","29","-1"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-04","0.00",,"2","11","-5"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-05","0.00",,"15","26","7"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-06","0.00",,"19","33","6"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-07","0.00",,"17","27","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-08","0.00",,"20","27","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-09","0.00",,"16","24","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-10","0.00",,"13","23","4"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-11","0.00",,"13","24","2"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-12","0.00",,"17","25","7"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-13","0.00",,"20","33","12"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-14","0.00",,"20","38","8"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-15","0.00",,"21","37","9"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-16","0.00",,"32","43","19"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-17","0.00",,"24","37","15"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-18","0.00",,"20","36","9"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-19","0.00",,"22","40","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-20","0.00",,"24","29","17"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-21","0.00",,"15","24","8"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-22","0.00",,"21","33","12"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-23","0.00",,"25","32","19"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-24","0.00",,"24","36","14"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-25","0.00",,"18","32","8"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-26","0.00",,"17","30","6"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-27","0.00",,"25","40","8"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-28","0.00",,"27","42","14"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-29","0.00",,"27","40","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-30","0.00",,"20","33","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-01-31","0.00",,"18","26","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-01","0.00",,"14","23","2"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-02","0.00",,"11","24","5"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-03","0.00",,"15","25","7"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-04","0.00",,"13","24","3"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-05","0.00",,"14","22","7"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-06","0.00",,"16","28","9"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-07","0.00",,"18","29","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-08","0.00",,"22","33","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-09","0.00",,"18","29","5"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-10","0.00",,"22","32","14"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-11","0.00",,"22","40","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-12","0.00",,"25","40","14"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-13","0.00",,"30","52","16"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-14","0.00",,"29","39","23"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-15","0.00",,"21","37","8"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-16","0.00",,"27","37","20"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-17","0.06",,"27","32","25"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-18","0.00",,"28","40","18"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-19","0.00",,"30","37","27"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-20","0.00",,"26","38","16"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-21","0.00",,"28","38","21"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-22","0.00",,"29","43","17"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-23","0.00",,"30","44","19"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-24","0.00",,"25","41","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-25","0.00",,"20","30","10"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-26","0.00",,"13","21","8"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-27","0.00",,"14","28","5"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-02-28","0.00",,"19","28","10"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-01","0.00",,"23","36","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-02","0.00",,"36","52","25"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-03","0.00",,"41","57","28"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-04","0.00",,"46","60","29"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-05","0.00",,"42","58","27"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-06","0.00",,"39","60","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-07","0.00",,"46","55","36"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-08","0.06",,"37","48","34"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-09","0.00",,"28","37","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-10","0.00",,"27","39","16"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-11","0.00",,"33","51","21"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-12","0.00",,"38","52","23"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-13","0.00",,"41","52","29"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-14","0.00",,"38","55","26"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-15","0.00",,"28","41","19"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-16","0.00",,"32","46","15"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-17","0.02",,"33","39","29"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-18","0.15",,"32","41","25"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-19","0.00",,"36","46","28"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-20","0.00",,"38","49","30"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-21","0.00",,"40","51","31"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-22","0.00",,"38","51","24"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-23","0.00",,"38","49","28"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-24","0.00",,"40","57","26"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-25","0.00",,"45","62","31"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-26","0.00",,"47","62","33"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-27","0.03",,"49","64","41"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-28","0.00",,"46","53","35"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-29","0.13",,"43","52","35"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-30","0.00",,"44","56","34"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-03-31","0.00",,"47","61","31"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-04-01","0.00",,"50","68","34"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-04-02","0.06",,"49","64","38"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-04-03","0.17",,"54","66","43"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1986-04-04","0.00",,"51","60","42"
